ptt,tuid,year,month,day,longitude,latitude,date,type,depth_min,temp_depth_min,depth_max,depth_range,tsst
110493,69,2011,12,10,-66.6167,27.4239,12/10/2011,pdt,1,25.161,904,903,NaN
110493,70,2011,12,12,-65.9796,26.6381,12/12/2011,pdt,8,26.0,992,984,NaN
110493,71,2011,12,13,-65.9087,26.1272,12/13/2011,pdt,1,25.765,1000,999,NaN
110493,72,2011,12,14,-65.843,25.5525,12/14/2011,pdt,1,25.964,1032,1031,NaN
110493,73,2011,12,15,-65.7037,25.0508,12/15/2011,pdt,1,25.766,824,823,NaN
110493,74,2011,12,17,-65.3174,24.315,12/17/2011,pdt,184,20.2,1056,872,NaN
110493,75,2011,12,18,-64.8722,23.8663,12/18/2011,pdt,1,26.167,1000,999,NaN
110493,76,2011,12,19,-64.17,23.4919,12/19/2011,pdt,32,26.0,992,960,NaN
110493,77,2011,12,20,-63.8022,23.1133,12/20/2011,pdt,1,25.565,912,911,NaN
110493,78,2011,12,21,-63.3221,23.056,12/21/2011,pdt,1,25.764,944,943,NaN
110493,79,2011,12,22,-62.7866,22.4757,12/22/2011,pdt,1,25.563,976,975,NaN
110493,80,2011,12,23,-62.3197,21.918,12/23/2011,pdt,1,25.969,832,831,NaN
110493,81,2011,12,24,-61.6639,21.4178,12/24/2011,pdt,160,21.8,928,768,NaN
110493,82,2011,12,26,-61.5542,20.7556,12/26/2011,pdt,1,25.776,752,751,NaN
110493,83,2011,12,27,-61.0973,20.2647,12/27/2011,pdt,1,25.772,896,895,NaN
110493,84,2011,12,28,-60.8543,19.819,12/28/2011,pdt,16,26.0,784,768,NaN
110493,85,2011,12,29,-60.5549,19.5451,12/29/2011,pdt,1,26.372,680,679,NaN
110493,85,2011,12,29,-60.3874,19.3839,12/29/2011,gpe,1,26.372,680,679,NaN
110493,87,2011,12,31,-60.0719,18.6331,12/31/2011,gpe,1,25.983,632,631,NaN
110493,90,2012,01,04,-59.5011,17.562,01/04/2012,gpe,1,26.584,648,647,NaN
110493,90,2012,01,04,-59.1324,17.0605,01/04/2012,gpe,1,26.584,648,647,NaN
110493,91,2012,01,05,-59.1714,16.6883,01/05/2012,gpe,1,26.388,720,719,NaN
110493,92,2012,01,06,-58.7874,16.4795,01/06/2012,gpe,1,25.993,664,663,NaN
110493,93,2012,01,07,-58.0597,16.7195,01/07/2012,gpe,1,26.176,720,719,NaN
110493,93,2012,01,07,-58.2451,16.9293,01/07/2012,gpe,1,26.176,720,719,NaN
110493,94,2012,01,08,-57.8315,17.1588,01/08/2012,gpe,1,25.975,768,767,NaN
110493,0,2012,01,09,-57.0984,17.2378,01/09/2012,gpe,NaN,NaN,NaN,NaN,NaN
110493,95,2012,01,10,-56.8232,17.5827,01/10/2012,pdt,1,25.972,760,759,NaN
110493,96,2012,01,11,-56.5632,17.7715,01/11/2012,pdt,1,25.977,688,687,NaN
110493,97,2012,01,13,-56.0221,18.0797,01/13/2012,pdt,16,26.2,696,680,NaN
110493,98,2012,01,14,-55.2003,18.3736,01/14/2012,pdt,1,25.78125,688,687,NaN
110493,99,2012,01,15,-55.1412,18.3676,01/15/2012,pdt,1,25.78125,656,655,NaN
110493,100,2012,01,16,-54.9149,18.616,01/16/2012,pdt,1,25.98,744,743,NaN
110493,101,2012,01,19,-54.5989,18.7592,01/19/2012,pdt,1,25.782,720,719,NaN
110493,102,2012,01,20,-54.4893,18.6435,01/20/2012,pdt,32,25.8,680,648,NaN
110493,103,2012,01,22,-54.406,18.5117,01/22/2012,pdt,1,25.584,712,711,NaN
110493,104,2012,01,23,-54.1601,18.3468,01/23/2012,pdt,1,25.793,736,735,NaN
110493,105,2012,01,24,-54.0439,18.3009,01/24/2012,pdt,1,25.3975,680,679,NaN
110493,106,2012,01,25,-54.3714,17.9966,01/25/2012,gpe,1,25.592,664,663,NaN
110493,107,2012,01,26,-54.4943,17.7617,01/26/2012,gpe,1,25.788,712,711,NaN
110493,112,2012,02,01,-54.979,16.801,02/01/2012,pop,1,25.789,680,679,NaN
110499,1,2011,09,21,-69.9022,42.126,09/21/2011,tag,1,15.775,176,175,NaN
110499,9,2011,10,05,-71.1062,39.736,10/05/2011,pdt,1,17.175,208,207,NaN
110499,10,2011,10,06,-71.1102,39.8398,10/06/2011,pdt,1,15.4,208,207,NaN
110499,11,2011,10,07,-71.1175,39.7649,10/07/2011,pdt,1,15.8,240,239,NaN
110499,13,2011,10,10,-70.8487,39.9637,10/10/2011,pdt,1,15.775,184,183,NaN
110499,14,2011,10,11,-70.187,39.7788,10/11/2011,pdt,1,14.975,208,207,NaN
110499,15,2011,10,12,-69.6306,39.5189,10/12/2011,pdt,1,15.0,208,207,NaN
110499,21,2011,10,23,-70.5011,39.7286,10/23/2011,pdt,1,14.575,152,151,NaN
110499,22,2011,10,24,-70.7272,39.7629,10/24/2011,pdt,1,14.75,128,127,NaN
110499,24,2011,10,29,-71.4414,39.9191,10/29/2011,gpe,1,12.8,184,183,NaN
110499,0,2011,11,02,-71.8671,40.0604,11/02/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,05,-72.543,40.266,11/05/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,08,-71.691,40.6505,11/08/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,08,-71.7816,40.4868,11/08/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,29,2011,11,09,-72.0145,40.6677,11/09/2011,gpe,1,14.2,48,47,NaN
110499,0,2011,11,11,-72.0049,40.544,11/11/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,11,-71.7247,40.8834,11/11/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,13,-71.5643,40.6743,11/13/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,11,15,-71.668,40.7155,11/15/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,33,2011,11,23,-71.6682,40.7155,11/23/2011,gpe,1,13.4,56,55,NaN
110499,0,2011,12,02,-72.3732,40.6253,12/02/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,39,2011,12,06,-73.4094,40.5038,12/06/2011,gpe,1,13.0,56,55,NaN
110499,40,2011,12,07,-73.4106,40.5021,12/07/2011,gpe,1,12.975,56,55,NaN
110499,0,2011,12,10,-73.4103,40.502,12/10/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,12,10,-73.4083,40.4984,12/10/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,43,2011,12,11,-73.4092,40.5024,12/11/2011,gpe,1,12.6,56,55,NaN
110499,0,2011,12,12,-73.4077,40.5019,12/12/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,12,12,-73.4089,40.4985,12/12/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,12,13,-73.4058,40.508,12/13/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,12,13,-73.4073,40.5028,12/13/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,44,2011,12,14,-73.4084,40.5079,12/14/2011,gpe,1,12.4,56,55,NaN
110499,44,2011,12,14,-73.4095,40.5024,12/14/2011,gpe,1,12.4,56,55,NaN
110499,0,2011,12,15,-73.5738,40.4977,12/15/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,0,2011,12,20,-73.6342,40.2756,12/20/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,51,2011,12,23,-73.2452,39.9725,12/23/2011,gpe,1,10.8,56,55,NaN
110499,52,2011,12,24,-72.5498,40.0089,12/24/2011,gpe,1,11.6,64,63,NaN
110499,0,2011,12,29,-72.7343,39.4472,12/29/2011,gpe,NaN,NaN,NaN,NaN,NaN
110499,55,2011,12,31,-72.7536,38.9003,12/31/2011,gpe,1,10.2,72,71,NaN
110499,56,2012,01,01,-72.84,38.5431,01/01/2012,gpe,1,11.2,80,79,NaN
110499,56,2012,01,01,-72.82,38.344,01/01/2012,gpe,1,11.2,80,79,NaN
110499,57,2012,01,02,-72.8357,38.2186,01/02/2012,gpe,1,10.8,72,71,NaN
110499,69,2012,01,28,-72.4712,36.4867,01/28/2012,pdt,8,20.6,856,848,NaN
110499,70,2012,01,29,-72.0594,35.6751,01/29/2012,pdt,8,20.8,848,840,NaN
110499,71,2012,01,30,-71.945,35.2682,01/30/2012,pdt,1,19.997,784,783,NaN
110499,0,2012,02,01,-71.872,34.846,02/01/2012,pop,NaN,NaN,NaN,NaN,NaN
110500,0,2011,09,21,-69.9333,42.126,09/21/2011,tag,NaN,NaN,NaN,NaN,NaN
110500,8,2011,10,06,-70.4063,39.8328,10/06/2011,pdt,1,16.4,208,207,NaN
110500,9,2011,10,08,-70.4001,38.8102,10/08/2011,pdt,1,14.4,216,215,NaN
110500,10,2011,10,11,-70.2502,37.9717,10/11/2011,pdt,1,14.925,80,79,NaN
110500,11,2011,10,19,-68.9324,35.0385,10/19/2011,pdt,40,25.2,960,920,NaN
110500,12,2011,10,21,-68.9751,33.4164,10/21/2011,pdt,1,25.185,840,839,NaN
110500,13,2011,10,25,-68.6708,32.2344,10/25/2011,pdt,16,25.6,872,856,NaN
110500,14,2011,10,26,-68.8941,31.3164,10/26/2011,pdt,56,25.2,912,856,NaN
110500,15,2011,10,28,-68.9248,30.9506,10/28/2011,pdt,152,19.0,880,728,NaN
110500,16,2011,10,30,-68.9012,30.7911,10/30/2011,pdt,368,17.8,904,536,NaN
110500,17,2011,10,31,-68.93,30.4139,10/31/2011,pdt,256,18.2,904,648,NaN
110500,18,2011,11,01,-68.8357,30.4059,11/01/2011,pdt,152,20.4,864,712,NaN
110500,19,2011,11,07,-69.0747,29.5945,11/07/2011,pdt,384,17.8,896,512,NaN
110500,20,2011,11,08,-69.4312,29.2155,11/08/2011,pdt,320,18.0,864,544,NaN
110500,21,2011,11,11,-69.6704,28.5525,11/11/2011,pdt,376,17.8,928,552,NaN
110500,22,2011,11,15,-69.631,27.5753,11/15/2011,pdt,224,20.4,816,592,NaN
110500,23,2011,11,17,-69.4512,26.5452,11/17/2011,pdt,64,27.4,880,816,NaN
110500,24,2011,11,18,-69.1556,26.0029,11/18/2011,pdt,248,18.8,888,640,NaN
110500,25,2011,11,20,-69.3296,25.5828,11/20/2011,pdt,256,19.0,912,656,NaN
110500,26,2011,11,26,-69.0452,25.0454,11/26/2011,pdt,224,19.4,824,600,NaN
110500,27,2011,12,01,-68.86,24.5265,12/01/2011,pdt,272,18.8,856,584,NaN
110500,28,2011,12,04,-69.033,24.6194,12/04/2011,pdt,248,18.6,784,536,NaN
110500,29,2011,12,05,-68.889,24.3962,12/05/2011,pdt,112,22.8,744,632,NaN
110500,30,2011,12,07,-69.0736,24.3171,12/07/2011,pdt,296,18.4,840,544,NaN
110500,31,2011,12,14,-69.5968,24.1849,12/14/2011,pdt,232,19.2,848,616,NaN
110500,32,2011,12,15,-69.7367,24.237,12/15/2011,pdt,256,19.0,856,600,NaN
110500,33,2011,12,19,-69.718,24.0145,12/19/2011,pdt,248,18.8,872,624,NaN
110500,34,2011,12,20,-69.8438,23.9887,12/20/2011,pdt,224,19.2,864,640,NaN
110500,35,2011,12,21,-69.8049,23.7332,12/21/2011,pdt,256,18.6,832,576,NaN
110500,36,2011,12,23,-69.6724,23.779,12/23/2011,pdt,224,19.4,800,576,NaN
110500,37,2011,12,24,-69.2953,23.8555,12/24/2011,pdt,8,25.8,840,832,NaN
110500,38,2011,12,28,-69.2473,24.0266,12/28/2011,pdt,328,18.2,816,488,NaN
110500,40,2012,01,02,-69.5224,23.7292,01/02/2012,pdt,216,19.6,872,656,NaN
110500,41,2012,01,03,-69.3041,23.5192,01/03/2012,pdt,216,19.2,848,632,NaN
110500,42,2012,01,07,-68.9783,23.855,01/07/2012,pdt,368,18.0,840,472,NaN
110500,45,2012,01,12,-68.7365,23.1793,01/12/2012,pdt,256,19.2,832,576,NaN
110500,46,2012,01,18,-68.1104,22.5632,01/18/2012,pdt,320,17.6,808,488,NaN
110500,47,2012,01,19,-67.8933,22.1697,01/19/2012,pdt,200,20.6,840,640,NaN
110500,48,2012,01,26,-67.7467,20.8843,01/26/2012,pdt,280,18.0,768,488,NaN
110500,0,2012,02,01,-67.319,18.633,02/01/2012,pop,NaN,NaN,NaN,NaN,NaN
110501,0,2011,09,21,-69.8751,42.176,09/21/2011,tag,NaN,NaN,NaN,NaN,NaN
110501,6,2011,10,03,-69.7473,42.4156,10/03/2011,pdt,32,10.4,264,232,NaN
110501,7,2011,10,05,-69.672,42.4043,10/05/2011,pdt,1,16.2,248,247,NaN
110501,9,2011,10,07,-69.198,42.3247,10/07/2011,pdt,1,15.3125,216,215,NaN
110501,11,2011,10,10,-67.9441,42.2054,10/10/2011,pdt,1,14.85,224,223,NaN
110501,12,2011,10,13,-67.7856,42.2265,10/13/2011,pdt,1,15.517,288,287,NaN
110501,16,2011,10,23,-67.6954,42.3829,10/23/2011,gpe,1,13.575,240,239,NaN
110501,16,2011,10,23,-67.6945,42.3831,10/23/2011,gpe,1,13.575,240,239,NaN
110501,17,2011,10,28,-67.6956,42.3834,10/28/2011,pdt,1,11.975,232,231,NaN
110501,19,2011,10,31,-67.695,42.3826,10/31/2011,pdt,1,10.6,216,215,NaN
110501,20,2011,11,01,-69.371,42.6086,11/01/2011,pdt,1,10.4,224,223,NaN
110501,21,2011,11,04,-69.5496,42.6518,11/04/2011,pdt,1,11.4,200,199,NaN
110501,22,2011,11,06,-69.7481,42.6428,11/06/2011,pdt,96,7.0,208,112,NaN
110501,23,2011,11,07,-69.6784,42.5816,11/07/2011,pdt,1,11.2,216,215,NaN
110501,24,2011,11,10,-69.7305,42.5371,11/10/2011,pdt,1,11.35,208,207,NaN
110501,25,2011,11,11,-69.7032,42.4809,11/11/2011,pdt,1,11.0,200,199,NaN
110501,26,2011,11,12,-69.5557,42.515,11/12/2011,pdt,1,11.0,184,183,NaN
110501,27,2011,11,16,-69.3931,42.5847,11/16/2011,pdt,1,10.575,208,207,NaN
110501,29,2011,11,18,-67.904,42.5255,11/18/2011,pdt,1,10.4,208,207,NaN
110501,29,2011,11,18,-68.4744,42.48,11/18/2011,gpe,1,10.4,208,207,NaN
110501,30,2011,11,20,-67.6287,42.4534,11/20/2011,pdt,1,10.4,208,207,NaN
110501,31,2011,11,21,-67.5376,42.4821,11/21/2011,pdt,1,10.2,232,231,NaN
110501,32,2011,11,24,-67.4137,42.4698,11/24/2011,pdt,8,10.2,192,184,NaN
110501,33,2011,11,26,-67.4502,42.4757,11/26/2011,pdt,1,10.2,208,207,NaN
110501,34,2011,11,27,-67.5359,42.5003,11/27/2011,pdt,1,10.4,208,207,NaN
110501,35,2011,11,29,-67.3331,42.3507,11/29/2011,pdt,1,10.0,216,215,NaN
110501,0,2011,12,03,-67.8413,43.1302,12/03/2011,gpe,NaN,NaN,NaN,NaN,NaN
110501,58,2012,01,09,-67.5757,43.3889,01/09/2012,gpe,1,8.0,176,175,NaN
110501,0,2012,01,18,-68.2862,42.9926,01/18/2012,gpe,NaN,NaN,NaN,NaN,NaN
110501,64,2012,01,19,-68.717,42.6477,01/19/2012,gpe,1,7.6,40,39,NaN
110501,0,2012,02,01,-67.42,35.387,02/01/2012,pop,NaN,NaN,NaN,NaN,NaN
110503,1,2011,09,21,-69.944,42.132,09/21/2011,tag,1,15.125,160,159,NaN
110503,0,2011,09,30,-69.637,42.3005,09/30/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,9,2011,10,03,-69.4542,42.3355,10/03/2011,pdt,1,16.175,184,183,NaN
110503,0,2011,10,06,-69.615,42.4096,10/06/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,10,07,-69.5216,42.8226,10/07/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,10,09,-69.3621,42.742,10/09/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,10,12,-69.7922,42.6606,10/12/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,13,2011,10,17,-69.4283,42.7896,10/17/2011,gpe,1,14.575,136,135,NaN
110503,0,2011,11,06,-70.036,42.2109,11/06/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,11,06,-70.1558,41.9113,11/06/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,23,2011,11,07,-69.9509,42.5708,11/07/2011,gpe,1,14.2,88,87,NaN
110503,25,2011,11,09,-70.0298,42.2515,11/09/2011,gpe,1,13.6,80,79,NaN
110503,30,2011,11,25,-69.1236,42.1825,11/25/2011,gpe,1,14.0,88,87,NaN
110503,32,2011,11,27,-69.6758,42.0957,11/27/2011,pdt,1,14.0,104,103,NaN
110503,33,2011,11,28,-71.0325,40.356,11/28/2011,pdt,1,14.0,64,63,NaN
110503,34,2011,11,29,-70.6041,42.3651,11/29/2011,pdt,1,13.8,72,71,NaN
110503,35,2011,12,03,-70.0775,42.3647,12/03/2011,gpe,1,13.4,80,79,NaN
110503,0,2011,12,07,-70.2484,41.8229,12/07/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,12,07,-70.084,42.1943,12/07/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,39,2011,12,08,-70.0666,42.1968,12/08/2011,gpe,1,13.6,72,71,NaN
110503,0,2011,12,10,-70.9427,41.4442,12/10/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,12,11,-71.3114,41.0317,12/11/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,12,13,-71.5404,40.9413,12/13/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,41,2011,12,15,-71.5997,40.4103,12/15/2011,gpe,1,15.0,80,79,NaN
110503,42,2011,12,16,-71.3767,39.8483,12/16/2011,gpe,1,13.4,112,111,NaN
110503,42,2011,12,16,-71.4641,39.5544,12/16/2011,gpe,1,13.4,112,111,NaN
110503,0,2011,12,17,-71.7839,40.143,12/17/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,12,22,-72.0524,40.0946,12/22/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,0,2011,12,22,-71.9972,40.1999,12/22/2011,gpe,NaN,NaN,NaN,NaN,NaN
110503,45,2011,12,23,-71.8251,39.4325,12/23/2011,gpe,16,15.4,136,120,NaN
110503,45,2011,12,23,-71.7177,39.6748,12/23/2011,gpe,16,15.4,136,120,NaN
110503,46,2011,12,24,-71.6857,39.203,12/24/2011,pdt,48,18.4,504,456,NaN
110503,49,2011,12,31,-71.7209,38.5684,12/31/2011,pdt,24,17.2,376,352,NaN
110503,51,2012,01,03,-71.9018,38.2808,01/03/2012,pdt,144,21.2,752,608,NaN
110503,52,2012,01,06,-71.714,37.825,01/06/2012,pdt,160,20.8,840,680,NaN
110503,55,2012,01,10,-71.6995,37.5108,01/10/2012,pdt,184,20.8,1096,912,NaN
110503,58,2012,01,17,-71.228,36.857,01/17/2012,pdt,1,22.5875,936,935,NaN
110503,59,2012,01,21,-71.2626,36.5784,01/21/2012,pdt,104,21.2,856,752,NaN
110503,60,2012,01,25,-71.3988,36.2843,01/25/2012,pdt,56,20.2,840,784,NaN
110503,63,2012,01,28,-71.428,36.0955,01/28/2012,pdt,88,20.4,1024,936,NaN
110503,65,2012,01,30,-71.7114,36.0738,01/30/2012,pdt,216,19.8,920,704,NaN
110503,0,2012,02,01,-72.804,35.934,02/01/2012,pop,NaN,NaN,NaN,NaN,NaN
52556,0,2005,07,21,-69.6931,41.685,07/21/2005,tag,NaN,NaN,NaN,NaN,NaN
52556,0,2005,07,25,-69.4799,41.2261,07/25/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,07,30,-68.9167,40.8343,07/30/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,4,2005,07,31,-68.2215,40.5028,07/31/2005,gpe,12,NaN,20,8,8.2
52556,5,2005,08,01,-68.1361,39.991,08/01/2005,gpe,1,NaN,20,19,16.3
52556,0,2005,08,13,-67.7392,39.2974,08/13/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,08,13,-67.7358,39.359,08/13/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,08,15,-67.5349,39.1711,08/15/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,08,16,-67.2368,39.2473,08/16/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,08,17,-67.5409,38.9058,08/17/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,08,18,-67.8661,38.3893,08/18/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,13,2005,08,19,-67.9309,38.6787,08/19/2005,gpe,1,NaN,32,31,16.3
52556,0,2005,08,24,-67.3486,38.6635,08/24/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,09,09,-67.4658,37.4584,09/09/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,09,12,-67.5397,36.1569,09/12/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,09,18,-66.7018,35.7927,09/18/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,10,04,-66.5653,34.5727,10/04/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2005,10,05,-66.7431,33.8841,10/05/2005,gpe,NaN,NaN,NaN,NaN,NaN
52556,28,2005,10,06,-67.2354,33.9451,10/06/2005,gpe,1,NaN,60,59,16.45
52556,34,2005,10,17,-66.5329,32.5318,10/17/2005,pdt,368,NaN,696,328,8.0
52556,35,2005,10,25,-65.7649,31.7791,10/25/2005,pdt,164,NaN,656,492,20.0
52556,37,2005,10,26,-65.7951,31.3394,10/26/2005,pdt,216,NaN,580,364,19.2
52556,43,2005,11,15,-64.8728,28.2402,11/15/2005,pdt,1,NaN,968,967,27.2
52556,46,2005,11,18,-64.8746,26.3166,11/18/2005,pdt,212,NaN,524,312,19.6
52556,47,2005,11,24,-64.4622,24.9637,11/24/2005,pdt,344,NaN,904,560,18.0
52556,52,2005,11,28,-63.7006,23.3886,11/28/2005,pdt,1,NaN,576,575,27.6
52556,54,2005,11,29,-63.1654,22.8802,11/29/2005,pdt,380,NaN,580,200,16.8
52556,61,2005,12,19,-56.8984,19.0745,12/19/2005,pdt,164,NaN,580,416,20.0
52556,65,2005,12,26,-52.4166,18.1756,12/26/2005,pdt,112,NaN,552,440,20.4
52556,66,2005,12,28,-50.5399,16.5212,12/28/2005,pdt,116,NaN,560,444,19.8
52556,73,2006,01,09,-49.0819,15.2218,01/09/2006,pdt,364,NaN,636,272,9.0
52556,75,2006,01,15,-47.4227,14.0093,01/15/2006,pdt,84,NaN,608,524,19.2
52556,77,2006,01,16,-46.6544,13.8126,01/16/2006,pdt,96,NaN,516,420,20.4
52556,79,2006,01,17,-45.7267,13.4372,01/17/2006,pdt,76,NaN,504,428,21.0
52556,82,2006,01,18,-45.7962,12.8428,01/18/2006,pdt,352,NaN,600,248,8.4
52556,83,2006,01,18,-45.8178,12.4609,01/18/2006,pdt,156,NaN,616,460,16.2
52556,92,2006,01,29,-43.5479,10.6907,01/29/2006,pdt,392,NaN,712,320,9.0
52556,93,2006,02,04,-42.2936,8.386,02/04/2006,pdt,120,NaN,640,520,19.8
52556,96,2006,02,11,-41.4075,6.0319,02/11/2006,pdt,380,NaN,648,268,8.2
52556,100,2006,02,18,-40.0175,4.2264,02/18/2006,pdt,64,NaN,588,524,27.0
52556,101,2006,02,19,-39.4967,3.4257,02/19/2006,pdt,368,NaN,520,152,8.6
52556,115,2006,03,17,-38.2059,0.6676,03/17/2006,pdt,328,NaN,572,244,9.8
52556,0,2006,04,02,-35.8362,-2.7423,04/02/2006,gpe,NaN,NaN,NaN,NaN,NaN
52556,0,2006,04,03,-33.99,-4.38,04/03/2006,pop,NaN,NaN,NaN,NaN,NaN
52557,0,2005,08,26,-70.3195,42.056,08/26/2005,tag,NaN,NaN,NaN,NaN,NaN
52557,0,2005,09,02,-70.3328,41.1742,09/02/2005,gpe,NaN,NaN,NaN,NaN,NaN
52557,12,2005,09,10,-70.3651,39.7465,09/10/2005,gpe,1,NaN,64,63,17.0
52557,0,2005,09,13,-70.6357,39.3986,09/13/2005,gpe,NaN,NaN,NaN,NaN,NaN
52557,18,2005,09,18,-69.9743,38.1417,09/18/2005,gpe,1,NaN,52,51,20.4
52557,27,2005,09,26,-69.7365,36.7469,09/26/2005,gpe,1,NaN,44,43,20.175
52557,32,2005,10,04,-69.7194,36.0836,10/04/2005,pdt,1,NaN,520,519,24.459
52557,38,2005,10,16,-69.3738,35.0579,10/16/2005,pdt,1,NaN,840,839,26.39
52557,43,2005,10,31,-68.0721,33.8354,10/31/2005,pdt,184,NaN,772,588,19.2
52557,44,2005,11,01,-67.5436,33.5438,11/01/2005,pdt,240,NaN,516,276,19.0
52557,60,2005,11,26,-66.8907,31.4037,11/26/2005,pdt,364,NaN,640,276,18.2
52557,61,2005,11,26,-66.2218,30.0538,11/26/2005,pdt,368,NaN,780,412,18.0
52557,64,2005,11,29,-65.9241,29.3473,11/29/2005,pdt,388,NaN,888,500,18.2
52557,68,2005,12,05,-65.4264,28.2143,12/05/2005,pdt,400,NaN,504,104,18.0
52557,74,2005,12,15,-65.0189,26.2249,12/15/2005,pdt,236,NaN,812,576,19.8
52557,76,2005,12,21,-64.0629,24.7643,12/21/2005,pdt,20,NaN,616,596,26.8
52557,78,2005,12,27,-62.7505,24.0665,12/27/2005,pdt,204,NaN,856,652,20.0
52557,80,2005,12,30,-62.4823,23.2986,12/30/2005,pdt,292,NaN,508,216,18.0
52557,82,2006,01,02,-62.4587,22.5789,01/02/2006,pdt,196,NaN,972,776,21.0
52557,83,2006,01,03,-62.0904,22.0928,01/03/2006,pdt,156,NaN,636,480,21.2
52557,84,2006,01,05,-62.2746,21.3844,01/05/2006,pdt,228,NaN,980,752,19.4
52557,86,2006,01,07,-62.4249,21.1669,01/07/2006,pdt,240,NaN,724,484,18.8
52557,87,2006,01,08,-62.224,21.007,01/08/2006,pdt,144,NaN,760,616,22.0
52557,89,2006,01,09,-61.7667,20.7488,01/09/2006,pdt,268,NaN,524,256,18.6
52557,93,2006,01,14,-61.3397,20.1456,01/14/2006,pdt,180,NaN,704,524,21.8
52557,97,2006,01,18,-60.731,19.0648,01/18/2006,pdt,372,NaN,712,340,15.4
52557,98,2006,01,19,-59.9112,18.2427,01/19/2006,gpe,172,NaN,240,68,21.0
52557,0,2006,01,27,-59.0687,17.0456,01/27/2006,gpe,NaN,NaN,NaN,NaN,NaN
52557,104,2006,01,31,-58.6918,15.5552,01/31/2006,pdt,384,NaN,532,148,9.0
52557,105,2006,01,31,-58.3558,14.4411,01/31/2006,pdt,352,NaN,544,192,9.4
52557,106,2006,02,02,-57.9604,13.6471,02/02/2006,pdt,104,NaN,548,444,21.8
52557,110,2006,02,09,-57.9703,12.6174,02/09/2006,pdt,80,NaN,536,456,22.8
52557,0,2006,02,15,-57.579,11.186,02/15/2006,gpe,NaN,NaN,NaN,NaN,NaN
52557,0,2006,02,16,-57.95,9.43,02/16/2006,pop,NaN,NaN,NaN,NaN,NaN
52559,1,2004,09,24,-65.9921,41.209,09/24/2004,tag,1,NaN,116,115,15.7375
52559,2,2004,09,25,-66.1609,40.9927,09/25/2004,gpe,36,NaN,56,20,15.2
52559,5,2004,09,29,-66.375,40.409,09/29/2004,gpe,1,NaN,180,179,16.8
52559,5,2004,09,29,-66.9424,40.2565,09/29/2004,gpe,1,NaN,180,179,16.8
52559,28,2004,10,29,-69.8002,38.0276,10/29/2004,gpe,1,NaN,44,43,13.4
52559,30,2004,11,03,-71.9455,36.2469,11/03/2004,gpe,12,NaN,48,36,13.4
52559,31,2004,11,04,-72.5849,35.4314,11/04/2004,gpe,1,NaN,52,51,13.4
